id	enrichment	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_bonferroni	p_holm	p_sidak	ANs_study	ANs_pop
DNA-directed DNA polymerase	e	0.6	0.4	1.75	7	1125	4	1125	0.548	167	123	163	P0C2I9,P13382,P15436,P21951,P46957,P47110,Q03434	O13535,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX63,P13382,P15436,P15801,P21951,P24482,P39985,P46957,P47098,P47100,P47110,Q03434,Q04049,Q04214,Q04603,Q12112,Q12273,Q12337,Q12414,Q12490,Q99337
DNA damage	e	2.9	1.7	1.74	33	1125	19	1125	0.0672	20.5	18.6	20	P04911,P06778,P11632,P11633,P12887,P14164,P15873,P22134,P22936,P26793,P29295,P31378,P32558,P32776,P32787,P35817,P36010,P38086,P38850,P38859,P38920,P40154,P40562,P43572,P43583,P80428,Q02455,Q03940,Q04002,Q04673,Q06337,Q06624,Q07794	P04819,P04911,P05066,P06104,P06700,P06777,P06778,P06779,P06838,P06839,P07271,P07276,P10862,P11632,P11633,P12753,P12887,P12954,P14164,P14242,P14736,P15873,P20433,P22134,P22216,P22936,P25336,P25454,P25846,P25847,P26793,P27999,P28519,P29295,P31378,P31380,P32523,P32558,P32628,P32776,P32787,P32807,P32829,P32849,P33301,P35732,P35817,P36010,P38086,P38111,P38147,P38207,P38319,P38348,P38766,P38850,P38859,P38920,P38927,P39009,P39735,P39995,P40154,P40469,P40562,P43124,P43572,P43583,P43633,P46962,P46963,P47050,P48581,P53115,P53201,P53397,P53840,P53930,P80428,Q00578,Q02455,Q02574,Q02685,Q02939,Q03796,Q03834,Q03940,Q03957,Q04002,Q04049,Q04377,Q04437,Q04636,Q04659,Q04673,Q04964,Q05541,Q06211,Q06337,Q06624,Q07442,Q07794,Q07913,Q08204,Q08273,Q12004,Q12098,Q12341,Q12432,Q12464,Q12510,Q12749,Q3E7C1,Q3E829
Ribosome biogenesis	e	8.0	5.1	1.58	90	1125	57	1125	0.00616	1.88	1.81	1.83	P05755,P07280,P0CX37,P10964,P15646,P20447,P20448,P22138,P24783,P25443,P25582,P32495,P32892,P33201,P33322,P33750,P34247,P35194,P36049,P36080,P36136,P37838,P38112,P38333,P38779,P38803,P38804,P38805,P38882,P38883,P39715,P39744,P40007,P40010,P40055,P40078,P40160,P40693,P42846,P43586,P46669,P47006,P47019,P47077,P47083,P48164,P48234,P53136,P53254,P53261,P53276,P53313,P53742,P53743,P53927,P53941,Q01080,Q01560,Q01855,Q02892,Q03195,Q03532,Q04031,Q04217,Q04225,Q04500,Q04660,Q05022,Q05942,Q06218,Q06287,Q06344,Q06506,Q06511,Q06679,Q07953,Q08208,Q08647,Q08746,Q08965,Q12080,Q12136,Q12220,Q12389,Q12460,Q12499,Q12754,Q6Q547,Q99207,Q99216	O13516,P05755,P06367,P07280,P07703,P0CX37,P10964,P15646,P20434,P20435,P20436,P20447,P20448,P20484,P22138,P22139,P24783,P25368,P25382,P25443,P25582,P25586,P25635,P25808,P26786,P28000,P28007,P32495,P32529,P32892,P32899,P32905,P33201,P33322,P33750,P34241,P34247,P35194,P36049,P36080,P36120,P36136,P36144,P37838,P38112,P38333,P38344,P38712,P38719,P38772,P38779,P38789,P38803,P38804,P38805,P38882,P38883,P39516,P39715,P39744,P39990,P40007,P40010,P40055,P40078,P40079,P40160,P40362,P40422,P40462,P40498,P40693,P40991,P41819,P42846,P42945,P43586,P45818,P46654,P46669,P47006,P47019,P47077,P47083,P47108,P48164,P48234,P50106,P53136,P53188,P53251,P53254,P53261,P53276,P53313,P53317,P53331,P53335,P53734,P53742,P53743,P53877,P53893,P53919,P53927,P53941,Q01080,Q01560,Q01855,Q02354,Q02892,Q02931,Q03195,Q03525,Q03532,Q04031,Q04177,Q04217,Q04225,Q04305,Q04500,Q04660,Q05022,Q05942,Q05946,Q06078,Q06218,Q06287,Q06344,Q06506,Q06511,Q06512,Q06679,Q06709,Q07381,Q07395,Q07623,Q07844,Q07896,Q07915,Q07953,Q08096,Q08208,Q08235,Q08287,Q08444,Q08492,Q08647,Q08746,Q08932,Q08962,Q08965,Q12024,Q12035,Q12055,Q12080,Q12094,Q12099,Q12136,Q12153,Q12176,Q12196,Q12220,Q12339,Q12389,Q12460,Q12481,Q12499,Q12522,Q12754,Q6Q547,Q99207,Q99216
Nucleus	e	40.5	27.0	1.50	456	1125	304	1125	3.01e-10	9.17e-08	9.17e-08	8.94e-08	O13297,O14467,P02293,P02309,P03871,P03872,P04147,P04911,P05755,P05759,P06105,P06169,P06778,P06785,P06786,P06843,P07245,P07248,P07278,P09798,P09938,P09959,P0C0W9,P0C2I9,P0CX37,P10080,P10962,P10964,P11632,P11633,P12383,P12684,P12887,P13382,P13393,P13574,P13712,P14164,P14682,P14832,P14906,P14907,P14922,P15436,P15565,P15646,P15700,P15873,P16649,P17106,P17157,P17442,P17629,P17890,P18480,P18888,P19263,P19659,P20053,P20095,P20134,P20447,P20448,P20449,P20676,P21243,P21269,P21538,P21951,P21957,P22035,P22082,P22134,P22138,P22141,P22217,P22515,P22579,P22936,P23255,P23293,P23615,P24384,P24783,P25357,P25441,P25443,P25451,P25502,P25554,P25555,P25582,P25588,P25627,P26321,P26793,P27476,P27692,P28004,P28320,P29055,P29056,P29295,P29468,P29539,P29547,P30822,P31378,P31385,P31539,P32342,P32379,P32380,P32432,P32447,P32494,P32495,P32499,P32504,P32558,P32561,P32591,P32597,P32639,P32657,P32776,P32832,P32892,P33201,P33203,P33297,P33298,P33299,P33322,P33399,P33411,P33417,P33750,P34161,P34219,P34247,P34730,P35177,P35187,P35189,P35194,P35817,P36009,P36036,P36047,P36049,P36053,P36080,P36136,P36160,P36421,P37838,P38074,P38086,P38112,P38121,P38129,P38144,P38198,P38199,P38205,P38255,P38281,P38333,P38336,P38351,P38624,P38630,P38687,P38768,P38777,P38779,P38793,P38801,P38803,P38804,P38805,P38827,P38828,P38850,P38858,P38859,P38879,P38882,P38883,P38911,P38920,P38931,P38961,P38996,P39001,P39015,P39073,P39520,P39521,P39678,P39705,P39715,P39744,P39927,P39956,P39979,P40002,P40007,P40010,P40018,P40019,P40024,P40055,P40069,P40075,P40078,P40081,P40106,P40151,P40154,P40160,P40161,P40317,P40327,P40348,P40457,P40466,P40470,P40489,P40493,P40505,P40506,P40517,P40535,P40553,P40562,P40693,P41277,P41696,P41812,P41813,P41814,P41895,P41896,P41920,P42073,P42846,P42938,P43572,P43579,P43583,P43586,P43609,P45976,P46669,P46678,P46947,P46957,P47006,P47019,P47037,P47047,P47077,P47083,P47110,P47119,P47120,P48164,P48234,P48240,P48510,P49687,P49723,P50105,P52488,P52553,P52910,P53040,P53063,P53064,P53072,P53082,P53114,P53136,P53148,P53165,P53168,P53184,P53254,P53261,P53267,P53276,P53297,P53313,P53438,P53551,P53552,P53617,P53628,P53725,P53742,P53743,P53833,P53854,P53883,P53905,P53909,P53914,P53927,P53940,P53941,P53946,P53973,P53981,P61830,P80428,P89105,Q00416,Q00916,Q01080,Q01329,Q01448,Q01454,Q01560,Q01574,Q01939,Q02046,Q02206,Q02336,Q02455,Q02486,Q02642,Q02775,Q02792,Q02890,Q02892,Q02908,Q03012,Q03048,Q03063,Q03195,Q03280,Q03281,Q03330,Q03338,Q03373,Q03388,Q03434,Q03532,Q03661,Q03707,Q03750,Q03761,Q03774,Q03790,Q03833,Q03940,Q03973,Q04002,Q04003,Q04031,Q04116,Q04170,Q04178,Q04217,Q04225,Q04226,Q04347,Q04500,Q04545,Q04660,Q04673,Q04693,Q04779,Q05021,Q05022,Q05123,Q05166,Q05515,Q05543,Q05635,Q05905,Q05942,Q05958,Q06053,Q06106,Q06178,Q06205,Q06214,Q06218,Q06224,Q06287,Q06337,Q06338,Q06344,Q06406,Q06411,Q06449,Q06494,Q06505,Q06506,Q06511,Q06629,Q06631,Q06639,Q06679,Q06697,Q07457,Q07458,Q07478,Q07551,Q07794,Q07953,Q08162,Q08208,Q08237,Q08421,Q08422,Q08647,Q08687,Q08746,Q08887,Q08923,Q08965,Q08972,Q12018,Q12020,Q12060,Q12080,Q12136,Q12149,Q12156,Q12159,Q12186,Q12211,Q12220,Q12309,Q12345,Q12363,Q12389,Q12433,Q12460,Q12495,Q12499,Q12504,Q12513,Q12514,Q12692,Q12754,Q3E705,Q6Q547,Q99207,Q99216,Q99314,Q99383	O13297,O13329,O13516,O13535,O13539,O13563,O14467,O43137,O60200,P02293,P02309,P03871,P03872,P04050,P04051,P04147,P04786,P04819,P04911,P05066,P05755,P05759,P06100,P06102,P06104,P06105,P06169,P06242,P06244,P06367,P06700,P06701,P06704,P06777,P06778,P06782,P06785,P06786,P06838,P06839,P06843,P06844,P07245,P07248,P07250,P07270,P07271,P07273,P07276,P07278,P07703,P07834,P07884,P08153,P08458,P08518,P08638,P09547,P09798,P09938,P09959,P0C074,P0C0W9,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX37,P0CX63,P10080,P10862,P10961,P10962,P10964,P11632,P11633,P11938,P11978,P12383,P12683,P12684,P12887,P12904,P12954,P13382,P13393,P13434,P13574,P13712,P14064,P14164,P14242,P14680,P14681,P14682,P14724,P14736,P14832,P14906,P14907,P14922,P15315,P15436,P15565,P15646,P15700,P15873,P15938,P16370,P16467,P16649,P16658,P16892,P17106,P17119,P17157,P17442,P17629,P17883,P17890,P18480,P18494,P18888,P18961,P19263,P19659,P19735,P19880,P20053,P20095,P20134,P20433,P20434,P20435,P20436,P20447,P20448,P20449,P20484,P20676,P21192,P21242,P21243,P21269,P21372,P21374,P21538,P21657,P21827,P21951,P21957,P22035,P22082,P22134,P22138,P22139,P22141,P22149,P22204,P22216,P22217,P22276,P22336,P22515,P22579,P22696,P22803,P22936,P23255,P23293,P23394,P23503,P23615,P23638,P23639,P23724,P24279,P24309,P24384,P24482,P24783,P24813,P25042,P25043,P25293,P25294,P25298,P25299,P25332,P25336,P25337,P25357,P25359,P25364,P25367,P25368,P25382,P25441,P25443,P25451,P25454,P25502,P25554,P25555,P25569,P25576,P25582,P25586,P25588,P25627,P25632,P25635,P25637,P25638,P25644,P25648,P25651,P25655,P25808,P25847,P26321,P26449,P26754,P26755,P26786,P26793,P26798,P27476,P27515,P27692,P27705,P27999,P28000,P28004,P28005,P28007,P28320,P28519,P29055,P29056,P29295,P29468,P29469,P29496,P29539,P29547,P30656,P30657,P30665,P30771,P30822,P31115,P31378,P31380,P31384,P31385,P31539,P32179,P32259,P32333,P32336,P32337,P32338,P32342,P32345,P32347,P32349,P32354,P32357,P32367,P32379,P32380,P32432,P32447,P32479,P32480,P32485,P32494,P32495,P32499,P32500,P32504,P32505,P32523,P32524,P32526,P32529,P32558,P32561,P32566,P32567,P32569,P32570,P32579,P32585,P32588,P32591,P32597,P32598,P32605,P32607,P32617,P32626,P32628,P32639,P32656,P32657,P32767,P32773,P32774,P32776,P32783,P32788,P32790,P32805,P32807,P32829,P32832,P32835,P32836,P32849,P32892,P32899,P32908,P32910,P32914,P33201,P33203,P33297,P33298,P33299,P33307,P33308,P33322,P33334,P33339,P33399,P33400,P33411,P33412,P33417,P33418,P33419,P33441,P33748,P33749,P33750,P33755,P33895,P34072,P34077,P34078,P34087,P34111,P34160,P34161,P34162,P34219,P34221,P34223,P34228,P34232,P34233,P34234,P34241,P34243,P34247,P34253,P34730,P34909,P35177,P35178,P35187,P35189,P35194,P35718,P35728,P35729,P35732,P35734,P35817,P35845,P36009,P36024,P36036,P36037,P36047,P36048,P36049,P36053,P36068,P36069,P36077,P36080,P36088,P36094,P36097,P36100,P36104,P36106,P36120,P36121,P36131,P36132,P36136,P36144,P36145,P36146,P36159,P36160,P36161,P36162,P36168,P36421,P37263,P37838,P38042,P38074,P38086,P38111,P38112,P38121,P38129,P38132,P38144,P38147,P38149,P38151,P38165,P38170,P38181,P38193,P38198,P38199,P38203,P38205,P38207,P38208,P38210,P38217,P38222,P38236,P38237,P38241,P38242,P38251,P38255,P38262,P38265,P38278,P38281,P38291,P38304,P38313,P38319,P38326,P38333,P38336,P38337,P38351,P38429,P38439,P38624,P38628,P38629,P38630,P38634,P38687,P38688,P38691,P38710,P38712,P38715,P38719,P38737,P38749,P38766,P38768,P38770,P38772,P38777,P38779,P38781,P38782,P38786,P38789,P38792,P38793,P38801,P38803,P38804,P38805,P38809,P38811,P38826,P38827,P38828,P38850,P38852,P38858,P38859,P38861,P38863,P38874,P38877,P38879,P38881,P38882,P38883,P38889,P38890,P38902,P38903,P38904,P38911,P38915,P38920,P38922,P38931,P38956,P38961,P38985,P38989,P38996,P39001,P39008,P39009,P39014,P39015,P39073,P39081,P39104,P39113,P39516,P39520,P39521,P39529,P39547,P39678,P39682,P39683,P39685,P39705,P39706,P39713,P39715,P39720,P39731,P39735,P39744,P39927,P39933,P39940,P39946,P39956,P39962,P39979,P39984,P39988,P39990,P39995,P39996,P40002,P40007,P40010,P40014,P40018,P40019,P40024,P40032,P40037,P40038,P40051,P40055,P40059,P40064,P40066,P40069,P40070,P40075,P40078,P40079,P40081,P40084,P40089,P40090,P40096,P40106,P40151,P40154,P40160,P40161,P40164,P40204,P40208,P40302,P40303,P40314,P40317,P40318,P40327,P40339,P40348,P40356,P40358,P40359,P40362,P40368,P40422,P40454,P40457,P40459,P40460,P40466,P40467,P40469,P40470,P40473,P40477,P40481,P40484,P40486,P40489,P40492,P40493,P40498,P40505,P40506,P40507,P40517,P40522,P40535,P40541,P40548,P40553,P40554,P40562,P40567,P40568,P40693,P40956,P40957,P40958,P40962,P40968,P40971,P40991,P41277,P41696,P41812,P41813,P41814,P41819,P41895,P41896,P41910,P41920,P42073,P42841,P42842,P42845,P42846,P42935,P42937,P42938,P42944,P42945,P43124,P43132,P43321,P43554,P43558,P43563,P43565,P43569,P43572,P43579,P43582,P43583,P43586,P43587,P43589,P43596,P43609,P43610,P43619,P45818,P45976,P46669,P46673,P46674,P46676,P46677,P46678,P46947,P46948,P46957,P46959,P46962,P46963,P46970,P46974,P46984,P46995,P46997,P47006,P47017,P47019,P47027,P47035,P47037,P47047,P47050,P47054,P47069,P47076,P47077,P47083,P47093,P47096,P47098,P47100,P47108,P47110,P47112,P47116,P47119,P47120,P47123,P47130,P47138,P47149,P47164,P47167,P47168,P47171,P47821,P47822,P48164,P48234,P48240,P48412,P48510,P48561,P48567,P48581,P48837,P49435,P49686,P49687,P49704,P49723,P49775,P49955,P49956,P49957,P49960,P50102,P50105,P50106,P50278,P50623,P50874,P50875,P50947,P52286,P52488,P52553,P52593,P52868,P52891,P52892,P52910,P52920,P52923,P53011,P53038,P53040,P53043,P53060,P53063,P53064,P53067,P53068,P53072,P53076,P53082,P53091,P53096,P53101,P53107,P53111,P53114,P53115,P53125,P53131,P53135,P53136,P53148,P53155,P53159,P53165,P53168,P53172,P53184,P53188,P53196,P53201,P53204,P53207,P53218,P53236,P53238,P53246,P53251,P53254,P53255,P53256,P53261,P53267,P53276,P53277,P53280,P53281,P53289,P53297,P53298,P53303,P53313,P53315,P53317,P53323,P53330,P53331,P53332,P53333,P53335,P53336,P53397,P53437,P53438,P53538,P53540,P53551,P53552,P53615,P53617,P53628,P53632,P53685,P53686,P53720,P53725,P53727,P53734,P53738,P53742,P53743,P53829,P53833,P53834,P53836,P53839,P53840,P53851,P53853,P53854,P53859,P53863,P53866,P53867,P53877,P53883,P53886,P53899,P53903,P53905,P53909,P53914,P53919,P53920,P53927,P53930,P53940,P53941,P53942,P53946,P53968,P53971,P53972,P53973,P53981,P53983,P54000,P54074,P54730,P54785,P54790,P54791,P54860,P54999,P57743,P61830,P69850,P69851,P80428,P89105,Q00416,Q00578,Q00684,Q00816,Q00916,Q01080,Q01159,Q01329,Q01448,Q01454,Q01560,Q01574,Q01722,Q01939,Q02046,Q02100,Q02199,Q02206,Q02208,Q02260,Q02336,Q02354,Q02455,Q02457,Q02486,Q02516,Q02554,Q02574,Q02606,Q02629,Q02630,Q02642,Q02685,Q02732,Q02770,Q02775,Q02792,Q02793,Q02796,Q02884,Q02890,Q02892,Q02908,Q02931,Q02932,Q02939,Q02959,Q02983,Q03010,Q03012,Q03048,Q03063,Q03067,Q03124,Q03125,Q03195,Q03213,Q03254,Q03262,Q03264,Q03280,Q03281,Q03290,Q03305,Q03323,Q03330,Q03338,Q03373,Q03375,Q03388,Q03434,Q03435,Q03455,Q03466,Q03497,Q03503,Q03525,Q03532,Q03533,Q03631,Q03654,Q03661,Q03677,Q03705,Q03707,Q03750,Q03760,Q03761,Q03771,Q03772,Q03774,Q03776,Q03790,Q03796,Q03833,Q03834,Q03862,Q03920,Q03940,Q03941,Q03954,Q03957,Q03973,Q03981,Q04002,Q04003,Q04031,Q04048,Q04049,Q04087,Q04089,Q04116,Q04170,Q04175,Q04177,Q04178,Q04179,Q04195,Q04213,Q04214,Q04217,Q04225,Q04226,Q04264,Q04305,Q04307,Q04341,Q04347,Q04373,Q04377,Q04408,Q04430,Q04431,Q04437,Q04477,Q04491,Q04500,Q04545,Q04601,Q04603,Q04636,Q04659,Q04660,Q04673,Q04675,Q04693,Q04739,Q04779,Q04781,Q04839,Q04847,Q04867,Q04868,Q04964,Q05021,Q05022,Q05024,Q05027,Q05123,Q05166,Q05515,Q05541,Q05543,Q05549,Q05583,Q05635,Q05636,Q05854,Q05900,Q05905,Q05934,Q05937,Q05942,Q05946,Q05949,Q05958,Q05979,Q06053,Q06078,Q06091,Q06102,Q06106,Q06132,Q06142,Q06152,Q06156,Q06168,Q06178,Q06188,Q06205,Q06211,Q06213,Q06214,Q06217,Q06218,Q06224,Q06287,Q06337,Q06338,Q06339,Q06340,Q06344,Q06406,Q06411,Q06449,Q06488,Q06489,Q06494,Q06505,Q06506,Q06511,Q06512,Q06554,Q06608,Q06616,Q06623,Q06629,Q06630,Q06631,Q06632,Q06639,Q06667,Q06672,Q06675,Q06679,Q06680,Q06682,Q06697,Q06706,Q06819,Q06835,Q07350,Q07362,Q07381,Q07395,Q07442,Q07457,Q07458,Q07478,Q07508,Q07532,Q07551,Q07589,Q07623,Q07688,Q07794,Q07844,Q07845,Q07896,Q07897,Q07913,Q07915,Q07923,Q07938,Q07953,Q07979,Q08004,Q08096,Q08162,Q08202,Q08204,Q08208,Q08231,Q08235,Q08237,Q08273,Q08278,Q08285,Q08287,Q08421,Q08422,Q08444,Q08492,Q08553,Q08561,Q08562,Q08601,Q08647,Q08683,Q08685,Q08687,Q08746,Q08747,Q08773,Q08816,Q08887,Q08904,Q08920,Q08923,Q08926,Q08932,Q08961,Q08962,Q08963,Q08965,Q08966,Q08972,Q08977,Q08985,Q10740,Q12004,Q12009,Q12018,Q12019,Q12020,Q12024,Q12030,Q12033,Q12035,Q12040,Q12045,Q12046,Q12049,Q12050,Q12052,Q12055,Q12060,Q12063,Q12066,Q12068,Q12072,Q12080,Q12084,Q12090,Q12094,Q12098,Q12099,Q12102,Q12107,Q12112,Q12124,Q12132,Q12136,Q12139,Q12143,Q12144,Q12146,Q12149,Q12151,Q12153,Q12156,Q12158,Q12159,Q12164,Q12176,Q12179,Q12180,Q12186,Q12199,Q12211,Q12220,Q12224,Q12236,Q12242,Q12244,Q12248,Q12259,Q12262,Q12267,Q12273,Q12277,Q12285,Q12291,Q12297,Q12308,Q12309,Q12311,Q12315,Q12321,Q12337,Q12338,Q12339,Q12341,Q12343,Q12345,Q12354,Q12363,Q12368,Q12373,Q12382,Q12383,Q12386,Q12389,Q12400,Q12406,Q12414,Q12415,Q12416,Q12417,Q12420,Q12432,Q12433,Q12440,Q12445,Q12457,Q12460,Q12464,Q12468,Q12476,Q12481,Q12486,Q12490,Q12493,Q12495,Q12499,Q12504,Q12509,Q12510,Q12513,Q12514,Q12522,Q12523,Q12530,Q12692,Q12734,Q12749,Q12753,Q12754,Q3E705,Q3E747,Q3E764,Q3E7B7,Q3E7C1,Q3E7Y6,Q3E833,Q3E846,Q6Q547,Q6WNK7,Q92317,Q96VH4,Q99177,Q99181,Q99189,Q99207,Q99216,Q99257,Q99278,Q99288,Q99314,Q99321,Q99337,Q99359,Q99383,Q9P305,Q9URQ5
mRNA splicing	e	2.1	1.4	1.50	24	1125	16	1125	0.264	80.5	69.4	78.5	P15424,P20053,P20095,P24384,P28004,P32639,P33203,P33411,P36084,P38768,P40018,P46947,P53854,P53905,Q00916,Q02775,Q03338,Q04693,Q06406,Q06411,Q07478,Q08647,Q12186,Q12309	P03874,P03879,P08593,P0C074,P15424,P15938,P19735,P20053,P20095,P21372,P21374,P23394,P24384,P25337,P28004,P32335,P32357,P32523,P32524,P32605,P32639,P33203,P33334,P33411,P34160,P36048,P36084,P38203,P38241,P38768,P39682,P39990,P40018,P40070,P40089,P40204,P40567,P40968,P43321,P43589,P46947,P47093,P48237,P49704,P49955,P49960,P52868,P53131,P53207,P53277,P53333,P53830,P53854,P53866,P53905,P54999,P57743,Q00916,Q02260,Q02770,Q02775,Q03338,Q03375,Q03654,Q03772,Q03776,Q04048,Q04693,Q06091,Q06217,Q06406,Q06411,Q06819,Q06835,Q07350,Q07478,Q07508,Q08647,Q08920,Q08963,Q12046,Q12186,Q12309,Q12368,Q12417,Q12420,Q99177
Nuclease	e	1.3	0.9	1.50	15	1125	10	1125	0.422	129	104	125	P0C2I9,P15436,P17255,P22147,P26793,P33309,P38859,P53063,Q02555,Q02792,Q03434,Q06224,Q08162,Q08237,Q12149	O13535,P06777,P06838,P07276,P08466,P09880,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX63,P15436,P17255,P22147,P26793,P31384,P32829,P33309,P34220,P36159,P38319,P38430,P38859,P39008,P39112,P47098,P47100,P48581,P53010,P53063,P53331,P53942,P54964,Q02555,Q02773,Q02792,Q02933,Q03264,Q03434,Q04214,Q04740,Q06224,Q08162,Q08213,Q08237,Q08444,Q12090,Q12112,Q12149,Q12273,Q12337,Q12414,Q12490,Q99337
Pyrimidine biosynthesis	e	0.5	0.4	1.50	6	1125	4	1125	0.753	230	147	224	P07259,P13298,P15700,P20051,P28272,P28274	P07259,P13298,P15700,P20051,P28272,P28274,P38627
GMP biosynthesis	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P38625,P50094,P50095	P38625,P38697,P50094,P50095
Phosphate transport	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P25297,P38264,P46956	P25297,P27514,P38264,P39535,P46956,Q00582,Q06143
Signal recognition particle	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P20424,P32342,P38687	P20424,P29478,P32342,P38687,P38688,P38985
Autocatalytic cleavage	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P17255,P49687,Q04728	P17255,P21182,P32329,P47002,P49687,Q04728
Ubiquinone biosynthesis	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P49017,P53318,Q05779	O13525,P27680,P27697,P32378,P41735,P49017,P53318,Q05779
Cobalt	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P10659,P19358,P46969	P10659,P19358,P32622,P32798,P46969
Arginine biosynthesis	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P03965,Q01217,Q04728	P03965,P04076,P05150,P07258,P18544,P22768,Q01217,Q04728,Q12375
Tryptophan biosynthesis	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P00899,P00931,P00937	P00899,P00912,P00931,P00937,P07285
Leucine biosynthesis	e	0.3	0.2	1.50	3	1125	2	1125	1	305	165	297	P06208,P07264,Q12166	P06208,P07264,P08638,Q12166
DNA replication	e	1.7	1.2	1.46	19	1125	13	1125	0.374	114	94.9	111	P09938,P13382,P14164,P14682,P15436,P15873,P21951,P25588,P26793,P32445,P32558,P38121,P38630,P38859,P40348,P46957,P47110,P49723,Q01454	O13329,P04819,P09938,P10363,P13382,P14164,P14682,P15436,P15801,P15873,P20457,P21524,P21672,P21951,P22336,P24279,P24482,P25559,P25588,P26754,P26755,P26793,P29469,P29496,P30665,P32325,P32354,P32445,P32558,P38121,P38132,P38251,P38629,P38630,P38826,P38859,P38877,P40339,P40348,P40359,P46957,P47027,P47110,P49723,P49956,P50874,P53091,P53135,P54790,P54791,Q01454,Q04049,Q04603,Q04636,Q07896,Q12146
mRNA processing	e	3.5	2.4	1.44	39	1125	27	1125	0.169	51.5	45.4	50.2	O13297,P04147,P07253,P15424,P20053,P20095,P24384,P27692,P28004,P29468,P32639,P33203,P33411,P36084,P38768,P39517,P39927,P40018,P42073,P45976,P46947,P53063,P53854,P53905,Q00416,Q00916,Q01329,Q02775,Q02792,Q03338,Q04693,Q06224,Q06406,Q06411,Q07478,Q08647,Q12186,Q12309,Q99383	O13297,P03874,P03879,P04147,P07253,P07266,P08593,P0C074,P10566,P10834,P10849,P15424,P15938,P19735,P20053,P20095,P20433,P21372,P21374,P23394,P23500,P24309,P24384,P25298,P25299,P25337,P25644,P27692,P28004,P29468,P32335,P32357,P32523,P32524,P32598,P32605,P32639,P32783,P32843,P32914,P33203,P33334,P33411,P34160,P35728,P36048,P36084,P36102,P36104,P38203,P38241,P38768,P39081,P39517,P39682,P39927,P39990,P40018,P40020,P40070,P40089,P40204,P40567,P40968,P42073,P42841,P43321,P43589,P45976,P46947,P46962,P46963,P47017,P47093,P48237,P49704,P49955,P49960,P52868,P53010,P53063,P53080,P53131,P53207,P53255,P53277,P53333,P53538,P53550,P53830,P53854,P53866,P53905,P54999,P57743,Q00416,Q00539,Q00916,Q01159,Q01329,Q02260,Q02554,Q02770,Q02775,Q02792,Q03338,Q03375,Q03654,Q03772,Q03776,Q03957,Q04048,Q04693,Q06091,Q06102,Q06217,Q06224,Q06406,Q06411,Q06632,Q06819,Q06835,Q07350,Q07478,Q07508,Q08553,Q08647,Q08685,Q08920,Q08963,Q12046,Q12102,Q12186,Q12309,Q12315,Q12368,Q12417,Q12420,Q12517,Q99177,Q99181,Q99383
Alternative initiation	e	0.9	0.6	1.43	10	1125	7	1125	0.628	191	135	187	P06208,P06778,P07263,P07806,P15565,P18888,P21269,P38088,P38431,P40825	P00724,P04819,P06208,P06778,P07263,P07271,P07806,P07884,P15565,P18888,P21269,P32796,P32800,P38088,P38431,P40825,Q01532
Microsome	e	0.6	0.4	1.40	7	1125	5	1125	0.774	236	148	230	P17898,P25694,P29704,P40312,P47008,P53860,Q01574	P06197,P08456,P16603,P17898,P25694,P29704,P32476,P40312,P47008,P53860,Q01574,Q03778,Q08548
Aminotransferase	e	1.0	0.7	1.38	11	1125	8	1125	0.646	197	137	192	P07991,P14742,P23542,P33330,P38891,P47039,P47176,P48015,P52893,P53090,Q01802	P07172,P07991,P14742,P17649,P18544,P23542,P33330,P38840,P38891,P43567,P47039,P47176,P48015,P52892,P52893,P53090,Q01802
Pyridoxal phosphate	e	2.3	1.7	1.37	26	1125	19	1125	0.366	112	93.4	109	P00927,P00931,P06106,P06738,P07991,P09950,P16120,P23542,P25374,P25379,P31373,P32582,P33330,P37291,P37292,P37303,P38197,P38891,P40970,P47039,P47176,P49095,P52893,P53090,Q01802,Q04792	P00927,P00931,P06106,P06738,P07172,P07991,P09950,P16120,P17649,P18544,P23542,P25045,P25374,P25379,P31373,P32582,P33330,P36007,P37291,P37292,P37303,P38197,P38716,P38840,P38891,P40970,P43567,P47039,P47164,P47176,P49095,P52892,P52893,P53090,P53095,P53101,P53206,Q01802,Q03148,Q03266,Q04533,Q04792,Q05567,Q05979,Q12198
